# * COMPONENTS * 
#
# file generated by ** cup.H ** 
#
# a drude model was used for silver
# ------------- 
# ome (eV)	real(eps1)	imag(eps1)	real(eps2)	imag(eps2)
#
  3.184   	2.15801    	-0.0053276 	-3.79021   	0.0650932  
  3.1852  	2.15793    	-0.0052947 	-3.78337   	0.0650197  
  3.1864  	2.15785    	-0.00526211	-3.77653   	0.0649463  
  3.1876  	2.15778    	-0.00522981	-3.76969   	0.0648729  
  3.1888  	2.1577     	-0.0051978 	-3.76287   	0.0647997  
  3.19    	2.15762    	-0.00516609	-3.75605   	0.0647266  
  3.1912  	2.15755    	-0.00513466	-3.74924   	0.0646537  
  3.1924  	2.15747    	-0.00510351	-3.74244   	0.0645808  
  3.1936  	2.1574     	-0.00507264	-3.73565   	0.064508   
  3.1948  	2.15732    	-0.00504204	-3.72886   	0.0644353  
  3.196   	2.15725    	-0.00501172	-3.72208   	0.0643628  
  3.1972  	2.15717    	-0.00498167	-3.71531   	0.0642904  
  3.1984  	2.1571     	-0.00495188	-3.70855   	0.064218   
  3.1996  	2.15703    	-0.00492236	-3.70179   	0.0641458  
  3.2008  	2.15695    	-0.00489309	-3.69505   	0.0640737  
  3.202   	2.15688    	-0.00486409	-3.6883    	0.0640017  
  3.2032  	2.15681    	-0.00483534	-3.68157   	0.0639298  
  3.2044  	2.15674    	-0.00480683	-3.67485   	0.063858   
  3.2056  	2.15667    	-0.00477858	-3.66813   	0.0637863  
  3.2068  	2.15659    	-0.00475057	-3.66142   	0.0637147  
  3.208   	2.15652    	-0.00472281	-3.65472   	0.0636432  
  3.2092  	2.15645    	-0.00469528	-3.64802   	0.0635719  
  3.2104  	2.15638    	-0.004668  	-3.64133   	0.0635006  
  3.2116  	2.15631    	-0.00464094	-3.63465   	0.0634295  
  3.2128  	2.15625    	-0.00461412	-3.62798   	0.0633584  
  3.214   	2.15618    	-0.00458753	-3.62131   	0.0632875  
  3.2152  	2.15611    	-0.00456116	-3.61466   	0.0632167  
  3.2164  	2.15604    	-0.00453502	-3.60801   	0.0631459  
  3.2176  	2.15597    	-0.0045091 	-3.60136   	0.0630753  
  3.2188  	2.15591    	-0.0044834 	-3.59473   	0.0630048  
  3.22    	2.15584    	-0.00445791	-3.5881    	0.0629344  
  3.2212  	2.15577    	-0.00443264	-3.58148   	0.0628641  
  3.2224  	2.15571    	-0.00440758	-3.57487   	0.0627939  
  3.2236  	2.15564    	-0.00438273	-3.56826   	0.0627238  
  3.2248  	2.15558    	-0.00435809	-3.56166   	0.0626538  
  3.226   	2.15551    	-0.00433365	-3.55507   	0.0625839  
  3.2272  	2.15545    	-0.00430942	-3.54849   	0.0625141  
  3.2284  	2.15538    	-0.00428539	-3.54191   	0.0624444  
  3.2296  	2.15532    	-0.00426155	-3.53534   	0.0623748  
  3.2308  	2.15525    	-0.00423791	-3.52878   	0.0623054  
  3.232   	2.15519    	-0.00421447	-3.52223   	0.062236   
  3.2332  	2.15513    	-0.00419121	-3.51568   	0.0621667  
  3.2344  	2.15506    	-0.00416815	-3.50914   	0.0620976  
  3.2356  	2.155      	-0.00414528	-3.50261   	0.0620285  
  3.2368  	2.15494    	-0.00412259	-3.49608   	0.0619595  
  3.238   	2.15488    	-0.00410008	-3.48956   	0.0618907  
  3.2392  	2.15482    	-0.00407776	-3.48305   	0.0618219  
  3.2404  	2.15475    	-0.00405561	-3.47655   	0.0617533  
  3.2416  	2.15469    	-0.00403365	-3.47005   	0.0616847  
  3.2428  	2.15463    	-0.00401186	-3.46356   	0.0616163  
  3.244   	2.15457    	-0.00399024	-3.45708   	0.0615479  
  3.2452  	2.15451    	-0.0039688 	-3.45061   	0.0614797  
  3.2464  	2.15445    	-0.00394753	-3.44414   	0.0614115  
  3.2476  	2.15439    	-0.00392642	-3.43768   	0.0613435  
  3.2488  	2.15434    	-0.00390549	-3.43122   	0.0612755  
  3.25    	2.15428    	-0.00388472	-3.42478   	0.0612077  
  3.2512  	2.15422    	-0.00386411	-3.41834   	0.0611399  
  3.2524  	2.15416    	-0.00384367	-3.41191   	0.0610723  
  3.2536  	2.1541     	-0.00382338	-3.40548   	0.0610047  
  3.2548  	2.15404    	-0.00380325	-3.39906   	0.0609373  
  3.256   	2.15399    	-0.00378329	-3.39265   	0.0608699  
  3.2572  	2.15393    	-0.00376347	-3.38625   	0.0608027  
  3.2584  	2.15387    	-0.00374381	-3.37985   	0.0607355  
  3.2596  	2.15382    	-0.0037243 	-3.37346   	0.0606685  
  3.2608  	2.15376    	-0.00370495	-3.36708   	0.0606015  
  3.262   	2.1537     	-0.00368574	-3.36071   	0.0605347  
  3.2632  	2.15365    	-0.00366668	-3.35434   	0.0604679  
  3.2644  	2.15359    	-0.00364776	-3.34798   	0.0604013  
  3.2656  	2.15354    	-0.00362899	-3.34162   	0.0603347  
  3.2668  	2.15348    	-0.00361037	-3.33528   	0.0602682  
  3.268   	2.15343    	-0.00359188	-3.32894   	0.0602019  
  3.2692  	2.15337    	-0.00357354	-3.3226    	0.0601356  
  3.2704  	2.15332    	-0.00355533	-3.31628   	0.0600694  
  3.2716  	2.15327    	-0.00353727	-3.30996   	0.0600034  
  3.2728  	2.15321    	-0.00351933	-3.30364   	0.0599374  
  3.274   	2.15316    	-0.00350154	-3.29734   	0.0598715  
  3.2752  	2.15311    	-0.00348387	-3.29104   	0.0598057  
  3.2764  	2.15305    	-0.00346634	-3.28475   	0.05974    
  3.2776  	2.153      	-0.00344894	-3.27846   	0.0596745  
  3.2788  	2.15295    	-0.00343167	-3.27219   	0.059609   
  3.28    	2.1529     	-0.00341453	-3.26592   	0.0595436  
  3.2812  	2.15285    	-0.00339751	-3.25965   	0.0594783  
  3.2824  	2.15279    	-0.00338062	-3.25339   	0.059413   
  3.2836  	2.15274    	-0.00336386	-3.24714   	0.0593479  
  3.2848  	2.15269    	-0.00334722	-3.2409    	0.0592829  
  3.286   	2.15264    	-0.0033307 	-3.23466   	0.059218   
  3.2872  	2.15259    	-0.0033143 	-3.22843   	0.0591532  
  3.2884  	2.15254    	-0.00329802	-3.22221   	0.0590884  
  3.2896  	2.15249    	-0.00328186	-3.216     	0.0590238  
  3.2908  	2.15244    	-0.00326582	-3.20979   	0.0589593  
  3.292   	2.15239    	-0.00324989	-3.20358   	0.0588948  
  3.2932  	2.15234    	-0.00323408	-3.19739   	0.0588305  
  3.2944  	2.15229    	-0.00321838	-3.1912    	0.0587662  
  3.2956  	2.15224    	-0.0032028 	-3.18502   	0.058702   
  3.2968  	2.15219    	-0.00318733	-3.17884   	0.0586379  
  3.298   	2.15215    	-0.00317197	-3.17267   	0.058574   
  3.2992  	2.1521     	-0.00315672	-3.16651   	0.0585101  
  3.3004  	2.15205    	-0.00314157	-3.16035   	0.0584463  
  3.3016  	2.152      	-0.00312654	-3.15421   	0.0583826  
  3.3028  	2.15195    	-0.00311161	-3.14806   	0.058319   
  3.304   	2.15191    	-0.00309679	-3.14193   	0.0582554  
  3.3052  	2.15186    	-0.00308207	-3.1358    	0.058192   
  3.3064  	2.15181    	-0.00306746	-3.12968   	0.0581287  
  3.3076  	2.15177    	-0.00305295	-3.12356   	0.0580654  
  3.3088  	2.15172    	-0.00303854	-3.11746   	0.0580023  
  3.31    	2.15167    	-0.00302424	-3.11135   	0.0579392  
  3.3112  	2.15163    	-0.00301003	-3.10526   	0.0578763  
  3.3124  	2.15158    	-0.00299592	-3.09917   	0.0578134  
  3.3136  	2.15154    	-0.00298191	-3.09309   	0.0577506  
  3.3148  	2.15149    	-0.002968  	-3.08701   	0.0576879  
  3.316   	2.15144    	-0.00295418	-3.08094   	0.0576253  
  3.3172  	2.1514     	-0.00294046	-3.07488   	0.0575628  
  3.3184  	2.15135    	-0.00292684	-3.06883   	0.0575004  
  3.3196  	2.15131    	-0.00291331	-3.06278   	0.057438   
  3.3208  	2.15127    	-0.00289987	-3.05673   	0.0573758  
  3.322   	2.15122    	-0.00288652	-3.0507    	0.0573136  
  3.3232  	2.15118    	-0.00287327	-3.04467   	0.0572516  
  3.3244  	2.15113    	-0.0028601 	-3.03865   	0.0571896  
  3.3256  	2.15109    	-0.00284703	-3.03263   	0.0571277  
  3.3268  	2.15105    	-0.00283404	-3.02662   	0.0570659  
  3.328   	2.151      	-0.00282114	-3.02062   	0.0570042  
  3.3292  	2.15096    	-0.00280833	-3.01462   	0.0569426  
  3.3304  	2.15092    	-0.0027956 	-3.00863   	0.0568811  
  3.3316  	2.15087    	-0.00278296	-3.00264   	0.0568196  
  3.3328  	2.15083    	-0.00277041	-2.99667   	0.0567583  
  3.334   	2.15079    	-0.00275794	-2.9907    	0.056697   
  3.3352  	2.15075    	-0.00274555	-2.98473   	0.0566358  
  3.3364  	2.1507     	-0.00273325	-2.97877   	0.0565748  
  3.3376  	2.15066    	-0.00272103	-2.97282   	0.0565138  
  3.3388  	2.15062    	-0.00270889	-2.96688   	0.0564528  
  3.34    	2.15058    	-0.00269683	-2.96094   	0.056392   
  3.3412  	2.15054    	-0.00268485	-2.955     	0.0563313  
  3.3424  	2.1505     	-0.00267295	-2.94908   	0.0562706  
  3.3436  	2.15046    	-0.00266112	-2.94316   	0.0562101  
  3.3448  	2.15041    	-0.00264938	-2.93724   	0.0561496  
  3.346   	2.15037    	-0.00263771	-2.93134   	0.0560892  
  3.3472  	2.15033    	-0.00262612	-2.92544   	0.0560289  
  3.3484  	2.15029    	-0.0026146 	-2.91954   	0.0559687  
  3.3496  	2.15025    	-0.00260316	-2.91365   	0.0559086  
  3.3508  	2.15021    	-0.0025918 	-2.90777   	0.0558485  
  3.352   	2.15017    	-0.0025805 	-2.9019    	0.0557886  
  3.3532  	2.15013    	-0.00256928	-2.89603   	0.0557287  
  3.3544  	2.15009    	-0.00255814	-2.89017   	0.0556689  
  3.3556  	2.15005    	-0.00254706	-2.88431   	0.0556092  
  3.3568  	2.15002    	-0.00253606	-2.87846   	0.0555496  
  3.358   	2.14998    	-0.00252513	-2.87262   	0.0554901  
  3.3592  	2.14994    	-0.00251426	-2.86678   	0.0554306  
  3.3604  	2.1499     	-0.00250347	-2.86095   	0.0553713  
  3.3616  	2.14986    	-0.00249274	-2.85512   	0.055312   
  3.3628  	2.14982    	-0.00248209	-2.8493    	0.0552528  
  3.364   	2.14978    	-0.0024715 	-2.84349   	0.0551937  
  3.3652  	2.14975    	-0.00246098	-2.83768   	0.0551347  
  3.3664  	2.14971    	-0.00245053	-2.83188   	0.0550757  
  3.3676  	2.14967    	-0.00244014	-2.82609   	0.0550169  
  3.3688  	2.14963    	-0.00242981	-2.8203    	0.0549581  
  3.37    	2.1496     	-0.00241956	-2.81452   	0.0548994  
  3.3712  	2.14956    	-0.00240936	-2.80874   	0.0548408  
  3.3724  	2.14952    	-0.00239923	-2.80297   	0.0547823  
  3.3736  	2.14948    	-0.00238917	-2.79721   	0.0547239  
  3.3748  	2.14945    	-0.00237916	-2.79145   	0.0546655  
  3.376   	2.14941    	-0.00236922	-2.7857    	0.0546072  
  3.3772  	2.14937    	-0.00235934	-2.77996   	0.054549   
  3.3784  	2.14934    	-0.00234953	-2.77422   	0.0544909  
  3.3796  	2.1493     	-0.00233977	-2.76849   	0.0544329  
  3.3808  	2.14927    	-0.00233007	-2.76276   	0.054375   
  3.382   	2.14923    	-0.00232044	-2.75704   	0.0543171  
  3.3832  	2.14919    	-0.00231086	-2.75133   	0.0542593  
  3.3844  	2.14916    	-0.00230134	-2.74562   	0.0542017  
  3.3856  	2.14912    	-0.00229188	-2.73992   	0.054144   
  3.3868  	2.14909    	-0.00228248	-2.73422   	0.0540865  
  3.388   	2.14905    	-0.00227313	-2.72853   	0.0540291  
  3.3892  	2.14902    	-0.00226384	-2.72285   	0.0539717  
  3.3904  	2.14898    	-0.00225461	-2.71717   	0.0539144  
  3.3916  	2.14895    	-0.00224544	-2.7115    	0.0538572  
  3.3928  	2.14891    	-0.00223632	-2.70583   	0.0538001  
  3.394   	2.14888    	-0.00222725	-2.70017   	0.053743   
  3.3952  	2.14884    	-0.00221824	-2.69452   	0.0536861  
  3.3964  	2.14881    	-0.00220928	-2.68887   	0.0536292  
  3.3976  	2.14877    	-0.00220038	-2.68323   	0.0535724  
  3.3988  	2.14874    	-0.00219153	-2.67759   	0.0535157  
  3.4     	2.14871    	-0.00218274	-2.67196   	0.053459   
