# * STATIC * 
#
# file generated by ** cup.H ** 
#
# PARAMETERS: 
# G = 0.114758
# a drude model was used for silver
# ------------- 
# ome (eV)	real(alph)	imag(alph)
#
  2.82904 	-0.892965  	0.024566   
  2.82916 	-0.892698  	0.0245566  
  2.82928 	-0.892431  	0.0245472  
  2.8294  	-0.892163  	0.0245378  
  2.82952 	-0.891896  	0.0245284  
  2.82964 	-0.89163   	0.024519   
  2.82976 	-0.891363  	0.0245096  
  2.82988 	-0.891096  	0.0245002  
  2.83    	-0.890829  	0.0244908  
  2.83012 	-0.890563  	0.0244814  
  2.83024 	-0.890296  	0.0244721  
  2.83036 	-0.89003   	0.0244627  
  2.83048 	-0.889764  	0.0244534  
  2.8306  	-0.889498  	0.024444   
  2.83072 	-0.889232  	0.0244347  
  2.83084 	-0.888966  	0.0244253  
  2.83096 	-0.8887    	0.024416   
  2.83108 	-0.888434  	0.0244067  
  2.8312  	-0.888169  	0.0243974  
  2.83132 	-0.887903  	0.024388   
  2.83144 	-0.887638  	0.0243787  
  2.83156 	-0.887373  	0.0243694  
  2.83168 	-0.887108  	0.0243601  
  2.8318  	-0.886843  	0.0243508  
  2.83192 	-0.886578  	0.0243415  
  2.83204 	-0.886313  	0.0243323  
  2.83216 	-0.886048  	0.024323   
  2.83228 	-0.885783  	0.0243137  
  2.8324  	-0.885519  	0.0243044  
  2.83252 	-0.885254  	0.0242952  
  2.83264 	-0.88499   	0.0242859  
  2.83276 	-0.884726  	0.0242767  
  2.83288 	-0.884462  	0.0242674  
  2.833   	-0.884198  	0.0242582  
  2.83312 	-0.883934  	0.024249   
  2.83324 	-0.88367   	0.0242397  
  2.83336 	-0.883406  	0.0242305  
  2.83348 	-0.883143  	0.0242213  
  2.8336  	-0.882879  	0.0242121  
  2.83372 	-0.882616  	0.0242029  
  2.83384 	-0.882352  	0.0241937  
  2.83396 	-0.882089  	0.0241845  
  2.83408 	-0.881826  	0.0241753  
  2.8342  	-0.881563  	0.0241661  
  2.83432 	-0.8813    	0.0241569  
  2.83444 	-0.881037  	0.0241477  
  2.83456 	-0.880775  	0.0241385  
  2.83468 	-0.880512  	0.0241294  
  2.8348  	-0.88025   	0.0241202  
  2.83492 	-0.879987  	0.0241111  
  2.83504 	-0.879725  	0.0241019  
  2.83516 	-0.879463  	0.0240928  
  2.83528 	-0.879201  	0.0240836  
  2.8354  	-0.878939  	0.0240745  
  2.83552 	-0.878677  	0.0240654  
  2.83564 	-0.878415  	0.0240562  
  2.83576 	-0.878153  	0.0240471  
  2.83588 	-0.877892  	0.024038   
  2.836   	-0.87763   	0.0240289  
  2.83612 	-0.877369  	0.0240198  
  2.83624 	-0.877108  	0.0240107  
  2.83636 	-0.876846  	0.0240016  
  2.83648 	-0.876585  	0.0239925  
  2.8366  	-0.876324  	0.0239834  
  2.83672 	-0.876063  	0.0239744  
  2.83684 	-0.875803  	0.0239653  
  2.83696 	-0.875542  	0.0239562  
  2.83708 	-0.875281  	0.0239472  
  2.8372  	-0.875021  	0.0239381  
  2.83732 	-0.874761  	0.0239291  
  2.83744 	-0.8745    	0.02392    
  2.83756 	-0.87424   	0.023911   
  2.83768 	-0.87398   	0.0239019  
  2.8378  	-0.87372   	0.0238929  
  2.83792 	-0.87346   	0.0238839  
  2.83804 	-0.873201  	0.0238749  
  2.83816 	-0.872941  	0.0238659  
  2.83828 	-0.872681  	0.0238568  
  2.8384  	-0.872422  	0.0238478  
  2.83852 	-0.872163  	0.0238388  
  2.83864 	-0.871903  	0.0238299  
  2.83876 	-0.871644  	0.0238209  
  2.83888 	-0.871385  	0.0238119  
  2.839   	-0.871126  	0.0238029  
  2.83912 	-0.870867  	0.0237939  
  2.83924 	-0.870608  	0.023785   
  2.83936 	-0.87035   	0.023776   
  2.83948 	-0.870091  	0.023767   
  2.8396  	-0.869833  	0.0237581  
  2.83972 	-0.869574  	0.0237491  
  2.83984 	-0.869316  	0.0237402  
  2.83996 	-0.869058  	0.0237313  
  2.84008 	-0.8688    	0.0237223  
  2.8402  	-0.868542  	0.0237134  
  2.84032 	-0.868284  	0.0237045  
  2.84044 	-0.868026  	0.0236956  
  2.84056 	-0.867769  	0.0236867  
  2.84068 	-0.867511  	0.0236778  
  2.8408  	-0.867254  	0.0236689  
  2.84092 	-0.866996  	0.02366    
  2.84104 	-0.866739  	0.0236511  
  2.84116 	-0.866482  	0.0236422  
  2.84128 	-0.866225  	0.0236333  
  2.8414  	-0.865968  	0.0236244  
  2.84152 	-0.865711  	0.0236156  
  2.84164 	-0.865454  	0.0236067  
  2.84176 	-0.865197  	0.0235978  
  2.84188 	-0.864941  	0.023589   
  2.842   	-0.864684  	0.0235801  
  2.84212 	-0.864428  	0.0235713  
  2.84224 	-0.864172  	0.0235624  
  2.84236 	-0.863916  	0.0235536  
  2.84248 	-0.863659  	0.0235448  
  2.8426  	-0.863403  	0.0235359  
  2.84272 	-0.863148  	0.0235271  
  2.84284 	-0.862892  	0.0235183  
  2.84296 	-0.862636  	0.0235095  
  2.84308 	-0.86238   	0.0235007  
  2.8432  	-0.862125  	0.0234919  
  2.84332 	-0.86187   	0.0234831  
  2.84344 	-0.861614  	0.0234743  
  2.84356 	-0.861359  	0.0234655  
  2.84368 	-0.861104  	0.0234568  
  2.8438  	-0.860849  	0.023448   
  2.84392 	-0.860594  	0.0234392  
  2.84404 	-0.860339  	0.0234304  
  2.84416 	-0.860084  	0.0234217  
  2.84428 	-0.85983   	0.0234129  
  2.8444  	-0.859575  	0.0234042  
  2.84452 	-0.859321  	0.0233954  
  2.84464 	-0.859067  	0.0233867  
  2.84476 	-0.858812  	0.023378   
  2.84488 	-0.858558  	0.0233692  
  2.845   	-0.858304  	0.0233605  
  2.84512 	-0.85805   	0.0233518  
  2.84524 	-0.857796  	0.0233431  
  2.84536 	-0.857543  	0.0233344  
  2.84548 	-0.857289  	0.0233257  
  2.8456  	-0.857035  	0.023317   
  2.84572 	-0.856782  	0.0233083  
  2.84584 	-0.856529  	0.0232996  
  2.84596 	-0.856275  	0.0232909  
  2.84608 	-0.856022  	0.0232822  
  2.8462  	-0.855769  	0.0232735  
  2.84632 	-0.855516  	0.0232649  
  2.84644 	-0.855263  	0.0232562  
  2.84656 	-0.85501   	0.0232475  
  2.84668 	-0.854758  	0.0232389  
  2.8468  	-0.854505  	0.0232302  
  2.84692 	-0.854253  	0.0232216  
  2.84704 	-0.854     	0.0232129  
  2.84716 	-0.853748  	0.0232043  
  2.84728 	-0.853496  	0.0231957  
  2.8474  	-0.853244  	0.0231871  
  2.84752 	-0.852992  	0.0231784  
  2.84764 	-0.85274   	0.0231698  
  2.84776 	-0.852488  	0.0231612  
  2.84788 	-0.852236  	0.0231526  
  2.848   	-0.851985  	0.023144   
  2.84812 	-0.851733  	0.0231354  
  2.84824 	-0.851482  	0.0231268  
  2.84836 	-0.85123   	0.0231182  
  2.84848 	-0.850979  	0.0231096  
  2.8486  	-0.850728  	0.0231011  
  2.84872 	-0.850477  	0.0230925  
  2.84884 	-0.850226  	0.0230839  
  2.84896 	-0.849975  	0.0230754  
  2.84908 	-0.849724  	0.0230668  
  2.8492  	-0.849473  	0.0230582  
  2.84932 	-0.849223  	0.0230497  
  2.84944 	-0.848972  	0.0230412  
  2.84956 	-0.848722  	0.0230326  
  2.84968 	-0.848472  	0.0230241  
  2.8498  	-0.848221  	0.0230156  
  2.84992 	-0.847971  	0.023007   
  2.85004 	-0.847721  	0.0229985  
  2.85016 	-0.847471  	0.02299    
  2.85028 	-0.847222  	0.0229815  
  2.8504  	-0.846972  	0.022973   
  2.85052 	-0.846722  	0.0229645  
  2.85064 	-0.846473  	0.022956   
  2.85076 	-0.846223  	0.0229475  
  2.85088 	-0.845974  	0.022939   
  2.851   	-0.845725  	0.0229305  
  2.85112 	-0.845475  	0.0229221  
  2.85124 	-0.845226  	0.0229136  
  2.85136 	-0.844977  	0.0229051  
  2.85148 	-0.844729  	0.0228967  
  2.8516  	-0.84448   	0.0228882  
  2.85172 	-0.844231  	0.0228798  
  2.85184 	-0.843982  	0.0228713  
  2.85196 	-0.843734  	0.0228629  
  2.85208 	-0.843486  	0.0228544  
  2.8522  	-0.843237  	0.022846   
  2.85232 	-0.842989  	0.0228376  
  2.85244 	-0.842741  	0.0228291  
  2.85256 	-0.842493  	0.0228207  
  2.85268 	-0.842245  	0.0228123  
  2.8528  	-0.841997  	0.0228039  
  2.85292 	-0.841749  	0.0227955  
  2.85304 	-0.841502  	0.0227871  
  2.85316 	-0.841254  	0.0227787  
  2.85328 	-0.841007  	0.0227703  
  2.8534  	-0.840759  	0.0227619  
  2.85352 	-0.840512  	0.0227535  
  2.85364 	-0.840265  	0.0227452  
  2.85376 	-0.840018  	0.0227368  
  2.85388 	-0.83977   	0.0227284  
  2.854   	-0.839524  	0.0227201  
  2.85412 	-0.839277  	0.0227117  
  2.85424 	-0.83903   	0.0227034  
  2.85436 	-0.838783  	0.022695   
  2.85448 	-0.838537  	0.0226867  
  2.8546  	-0.83829   	0.0226783  
  2.85472 	-0.838044  	0.02267    
  2.85484 	-0.837798  	0.0226617  
  2.85496 	-0.837552  	0.0226533  
  2.85508 	-0.837305  	0.022645   
  2.8552  	-0.837059  	0.0226367  
  2.85532 	-0.836814  	0.0226284  
  2.85544 	-0.836568  	0.0226201  
  2.85556 	-0.836322  	0.0226118  
  2.85568 	-0.836076  	0.0226035  
  2.8558  	-0.835831  	0.0225952  
  2.85592 	-0.835585  	0.0225869  
  2.85604 	-0.83534   	0.0225786  
  2.85616 	-0.835095  	0.0225704  
  2.85628 	-0.83485   	0.0225621  
  2.8564  	-0.834605  	0.0225538  
  2.85652 	-0.83436   	0.0225455  
  2.85664 	-0.834115  	0.0225373  
  2.85676 	-0.83387   	0.022529   
  2.85688 	-0.833625  	0.0225208  
  2.857   	-0.833381  	0.0225125  
  2.85712 	-0.833136  	0.0225043  
  2.85724 	-0.832892  	0.0224961  
  2.85736 	-0.832647  	0.0224878  
  2.85748 	-0.832403  	0.0224796  
  2.8576  	-0.832159  	0.0224714  
  2.85772 	-0.831915  	0.0224632  
  2.85784 	-0.831671  	0.022455   
  2.85796 	-0.831427  	0.0224467  
  2.85808 	-0.831183  	0.0224385  
  2.8582  	-0.830939  	0.0224303  
  2.85832 	-0.830696  	0.0224221  
  2.85844 	-0.830452  	0.022414   
  2.85856 	-0.830209  	0.0224058  
  2.85868 	-0.829965  	0.0223976  
  2.8588  	-0.829722  	0.0223894  
  2.85892 	-0.829479  	0.0223812  
  2.85904 	-0.829236  	0.0223731  
  2.85916 	-0.828993  	0.0223649  
  2.85928 	-0.82875   	0.0223568  
  2.8594  	-0.828507  	0.0223486  
  2.85952 	-0.828265  	0.0223404  
  2.85964 	-0.828022  	0.0223323  
  2.85976 	-0.827779  	0.0223242  
  2.85988 	-0.827537  	0.022316   
  2.86    	-0.827295  	0.0223079  
  2.86012 	-0.827052  	0.0222998  
  2.86024 	-0.82681   	0.0222917  
  2.86036 	-0.826568  	0.0222835  
  2.86048 	-0.826326  	0.0222754  
  2.8606  	-0.826084  	0.0222673  
  2.86072 	-0.825842  	0.0222592  
  2.86084 	-0.825601  	0.0222511  
  2.86096 	-0.825359  	0.022243   
  2.86108 	-0.825118  	0.0222349  
  2.8612  	-0.824876  	0.0222268  
  2.86132 	-0.824635  	0.0222188  
  2.86144 	-0.824394  	0.0222107  
  2.86156 	-0.824152  	0.0222026  
  2.86168 	-0.823911  	0.0221945  
  2.8618  	-0.82367   	0.0221865  
  2.86192 	-0.823429  	0.0221784  
  2.86204 	-0.823189  	0.0221704  
  2.86216 	-0.822948  	0.0221623  
  2.86228 	-0.822707  	0.0221543  
  2.8624  	-0.822467  	0.0221462  
  2.86252 	-0.822226  	0.0221382  
  2.86264 	-0.821986  	0.0221302  
  2.86276 	-0.821745  	0.0221221  
  2.86288 	-0.821505  	0.0221141  
  2.863   	-0.821265  	0.0221061  
  2.86312 	-0.821025  	0.0220981  
  2.86324 	-0.820785  	0.0220901  
  2.86336 	-0.820545  	0.0220821  
  2.86348 	-0.820306  	0.0220741  
  2.8636  	-0.820066  	0.0220661  
  2.86372 	-0.819826  	0.0220581  
  2.86384 	-0.819587  	0.0220501  
  2.86396 	-0.819347  	0.0220421  
  2.86408 	-0.819108  	0.0220341  
  2.8642  	-0.818869  	0.0220262  
  2.86432 	-0.81863   	0.0220182  
  2.86444 	-0.818391  	0.0220102  
  2.86456 	-0.818152  	0.0220023  
  2.86468 	-0.817913  	0.0219943  
  2.8648  	-0.817674  	0.0219863  
  2.86492 	-0.817435  	0.0219784  
  2.86504 	-0.817197  	0.0219705  
  2.86516 	-0.816958  	0.0219625  
  2.86528 	-0.81672   	0.0219546  
  2.8654  	-0.816482  	0.0219467  
  2.86552 	-0.816243  	0.0219387  
  2.86564 	-0.816005  	0.0219308  
  2.86576 	-0.815767  	0.0219229  
  2.86588 	-0.815529  	0.021915   
  2.866   	-0.815291  	0.0219071  
  2.86612 	-0.815053  	0.0218992  
  2.86624 	-0.814816  	0.0218913  
  2.86636 	-0.814578  	0.0218834  
  2.86648 	-0.81434   	0.0218755  
  2.8666  	-0.814103  	0.0218676  
  2.86672 	-0.813866  	0.0218597  
  2.86684 	-0.813628  	0.0218518  
  2.86696 	-0.813391  	0.021844   
  2.86708 	-0.813154  	0.0218361  
  2.8672  	-0.812917  	0.0218282  
  2.86732 	-0.81268   	0.0218204  
  2.86744 	-0.812443  	0.0218125  
  2.86756 	-0.812206  	0.0218047  
  2.86768 	-0.81197   	0.0217968  
  2.8678  	-0.811733  	0.021789   
  2.86792 	-0.811497  	0.0217811  
  2.86804 	-0.81126   	0.0217733  
  2.86816 	-0.811024  	0.0217655  
  2.86828 	-0.810788  	0.0217576  
  2.8684  	-0.810552  	0.0217498  
  2.86852 	-0.810315  	0.021742   
  2.86864 	-0.810079  	0.0217342  
  2.86876 	-0.809844  	0.0217264  
  2.86888 	-0.809608  	0.0217186  
  2.869   	-0.809372  	0.0217108  
  2.86912 	-0.809136  	0.021703   
  2.86924 	-0.808901  	0.0216952  
  2.86936 	-0.808665  	0.0216874  
  2.86948 	-0.80843   	0.0216796  
  2.8696  	-0.808195  	0.0216719  
  2.86972 	-0.80796   	0.0216641  
  2.86984 	-0.807724  	0.0216563  
  2.86996 	-0.807489  	0.0216485  
  2.87008 	-0.807254  	0.0216408  
  2.8702  	-0.80702   	0.021633   
  2.87032 	-0.806785  	0.0216253  
  2.87044 	-0.80655   	0.0216175  
  2.87056 	-0.806315  	0.0216098  
  2.87068 	-0.806081  	0.021602   
  2.8708  	-0.805847  	0.0215943  
  2.87092 	-0.805612  	0.0215866  
  2.87104 	-0.805378  	0.0215788  
  2.87116 	-0.805144  	0.0215711  
  2.87128 	-0.80491   	0.0215634  
  2.8714  	-0.804676  	0.0215557  
  2.87152 	-0.804442  	0.021548   
  2.87164 	-0.804208  	0.0215403  
  2.87176 	-0.803974  	0.0215326  
  2.87188 	-0.80374   	0.0215249  
  2.872   	-0.803507  	0.0215172  
  2.87212 	-0.803273  	0.0215095  
  2.87224 	-0.80304   	0.0215018  
  2.87236 	-0.802807  	0.0214941  
  2.87248 	-0.802573  	0.0214865  
  2.8726  	-0.80234   	0.0214788  
  2.87272 	-0.802107  	0.0214711  
  2.87284 	-0.801874  	0.0214635  
  2.87296 	-0.801641  	0.0214558  
  2.87308 	-0.801409  	0.0214481  
  2.8732  	-0.801176  	0.0214405  
  2.87332 	-0.800943  	0.0214328  
  2.87344 	-0.800711  	0.0214252  
  2.87356 	-0.800478  	0.0214176  
  2.87368 	-0.800246  	0.0214099  
  2.8738  	-0.800013  	0.0214023  
  2.87392 	-0.799781  	0.0213947  
  2.87404 	-0.799549  	0.0213871  
  2.87416 	-0.799317  	0.0213794  
  2.87428 	-0.799085  	0.0213718  
  2.8744  	-0.798853  	0.0213642  
  2.87452 	-0.798621  	0.0213566  
  2.87464 	-0.79839   	0.021349   
  2.87476 	-0.798158  	0.0213414  
  2.87488 	-0.797926  	0.0213338  
  2.875   	-0.797695  	0.0213262  
  2.87512 	-0.797464  	0.0213186  
  2.87524 	-0.797232  	0.0213111  
  2.87536 	-0.797001  	0.0213035  
  2.87548 	-0.79677   	0.0212959  
  2.8756  	-0.796539  	0.0212884  
  2.87572 	-0.796308  	0.0212808  
  2.87584 	-0.796077  	0.0212732  
  2.87596 	-0.795846  	0.0212657  
  2.87608 	-0.795616  	0.0212581  
  2.8762  	-0.795385  	0.0212506  
  2.87632 	-0.795154  	0.021243   
  2.87644 	-0.794924  	0.0212355  
  2.87656 	-0.794694  	0.021228   
  2.87668 	-0.794463  	0.0212204  
  2.8768  	-0.794233  	0.0212129  
  2.87692 	-0.794003  	0.0212054  
  2.87704 	-0.793773  	0.0211979  
  2.87716 	-0.793543  	0.0211903  
  2.87728 	-0.793313  	0.0211828  
  2.8774  	-0.793083  	0.0211753  
  2.87752 	-0.792854  	0.0211678  
  2.87764 	-0.792624  	0.0211603  
  2.87776 	-0.792394  	0.0211528  
  2.87788 	-0.792165  	0.0211454  
  2.878   	-0.791936  	0.0211379  
  2.87812 	-0.791706  	0.0211304  
  2.87824 	-0.791477  	0.0211229  
  2.87836 	-0.791248  	0.0211154  
  2.87848 	-0.791019  	0.021108   
  2.8786  	-0.79079   	0.0211005  
  2.87872 	-0.790561  	0.021093   
  2.87884 	-0.790332  	0.0210856  
  2.87896 	-0.790104  	0.0210781  
  2.87908 	-0.789875  	0.0210707  
  2.8792  	-0.789646  	0.0210632  
  2.87932 	-0.789418  	0.0210558  
  2.87944 	-0.78919   	0.0210484  
  2.87956 	-0.788961  	0.0210409  
  2.87968 	-0.788733  	0.0210335  
  2.8798  	-0.788505  	0.0210261  
  2.87992 	-0.788277  	0.0210187  
  2.88004 	-0.788049  	0.0210112  
  2.88016 	-0.787821  	0.0210038  
  2.88028 	-0.787593  	0.0209964  
  2.8804  	-0.787365  	0.020989   
  2.88052 	-0.787138  	0.0209816  
  2.88064 	-0.78691   	0.0209742  
  2.88076 	-0.786683  	0.0209668  
  2.88088 	-0.786455  	0.0209594  
  2.881   	-0.786228  	0.020952   
  2.88112 	-0.786001  	0.0209447  
  2.88124 	-0.785774  	0.0209373  
  2.88136 	-0.785547  	0.0209299  
  2.88148 	-0.78532   	0.0209226  
  2.8816  	-0.785093  	0.0209152  
  2.88172 	-0.784866  	0.0209078  
  2.88184 	-0.784639  	0.0209005  
  2.88196 	-0.784412  	0.0208931  
  2.88208 	-0.784186  	0.0208858  
  2.8822  	-0.783959  	0.0208784  
  2.88232 	-0.783733  	0.0208711  
  2.88244 	-0.783507  	0.0208637  
  2.88256 	-0.78328   	0.0208564  
  2.88268 	-0.783054  	0.0208491  
  2.8828  	-0.782828  	0.0208418  
  2.88292 	-0.782602  	0.0208344  
  2.88304 	-0.782376  	0.0208271  
  2.88316 	-0.78215   	0.0208198  
  2.88328 	-0.781924  	0.0208125  
  2.8834  	-0.781699  	0.0208052  
  2.88352 	-0.781473  	0.0207979  
  2.88364 	-0.781248  	0.0207906  
  2.88376 	-0.781022  	0.0207833  
  2.88388 	-0.780797  	0.020776   
  2.884   	-0.780571  	0.0207687  
  2.88412 	-0.780346  	0.0207615  
  2.88424 	-0.780121  	0.0207542  
  2.88436 	-0.779896  	0.0207469  
  2.88448 	-0.779671  	0.0207396  
  2.8846  	-0.779446  	0.0207324  
  2.88472 	-0.779221  	0.0207251  
  2.88484 	-0.778997  	0.0207179  
  2.88496 	-0.778772  	0.0207106  
  2.88508 	-0.778547  	0.0207034  
  2.8852  	-0.778323  	0.0206961  
  2.88532 	-0.778099  	0.0206889  
  2.88544 	-0.777874  	0.0206816  
  2.88556 	-0.77765   	0.0206744  
  2.88568 	-0.777426  	0.0206672  
  2.8858  	-0.777202  	0.0206599  
  2.88592 	-0.776978  	0.0206527  
  2.88604 	-0.776754  	0.0206455  
  2.88616 	-0.77653   	0.0206383  
  2.88628 	-0.776306  	0.0206311  
  2.8864  	-0.776082  	0.0206239  
  2.88652 	-0.775859  	0.0206167  
  2.88664 	-0.775635  	0.0206095  
  2.88676 	-0.775412  	0.0206023  
  2.88688 	-0.775189  	0.0205951  
  2.887   	-0.774965  	0.0205879  
  2.88712 	-0.774742  	0.0205807  
  2.88724 	-0.774519  	0.0205735  
  2.88736 	-0.774296  	0.0205663  
  2.88748 	-0.774073  	0.0205592  
  2.8876  	-0.77385   	0.020552   
  2.88772 	-0.773627  	0.0205448  
  2.88784 	-0.773404  	0.0205377  
  2.88796 	-0.773182  	0.0205305  
  2.88808 	-0.772959  	0.0205234  
  2.8882  	-0.772737  	0.0205162  
  2.88832 	-0.772514  	0.0205091  
  2.88844 	-0.772292  	0.0205019  
  2.88856 	-0.77207   	0.0204948  
  2.88868 	-0.771848  	0.0204877  
  2.8888  	-0.771625  	0.0204805  
  2.88892 	-0.771403  	0.0204734  
  2.88904 	-0.771181  	0.0204663  
  2.88916 	-0.77096   	0.0204592  
  2.88928 	-0.770738  	0.0204521  
  2.8894  	-0.770516  	0.020445   
  2.88952 	-0.770294  	0.0204378  
  2.88964 	-0.770073  	0.0204307  
  2.88976 	-0.769851  	0.0204236  
  2.88988 	-0.76963   	0.0204165  
  2.89    	-0.769409  	0.0204095  
  2.89012 	-0.769187  	0.0204024  
  2.89024 	-0.768966  	0.0203953  
  2.89036 	-0.768745  	0.0203882  
  2.89048 	-0.768524  	0.0203811  
  2.8906  	-0.768303  	0.0203741  
  2.89072 	-0.768082  	0.020367   
  2.89084 	-0.767862  	0.0203599  
  2.89096 	-0.767641  	0.0203529  
  2.89108 	-0.76742   	0.0203458  
  2.8912  	-0.7672    	0.0203388  
  2.89132 	-0.766979  	0.0203317  
  2.89144 	-0.766759  	0.0203247  
  2.89156 	-0.766539  	0.0203176  
  2.89168 	-0.766319  	0.0203106  
  2.8918  	-0.766098  	0.0203035  
  2.89192 	-0.765878  	0.0202965  
  2.89204 	-0.765658  	0.0202895  
  2.89216 	-0.765438  	0.0202825  
  2.89228 	-0.765219  	0.0202754  
  2.8924  	-0.764999  	0.0202684  
  2.89252 	-0.764779  	0.0202614  
  2.89264 	-0.76456   	0.0202544  
  2.89276 	-0.76434   	0.0202474  
  2.89288 	-0.764121  	0.0202404  
  2.893   	-0.763901  	0.0202334  
  2.89312 	-0.763682  	0.0202264  
  2.89324 	-0.763463  	0.0202194  
  2.89336 	-0.763244  	0.0202124  
  2.89348 	-0.763025  	0.0202055  
  2.8936  	-0.762806  	0.0201985  
  2.89372 	-0.762587  	0.0201915  
  2.89384 	-0.762368  	0.0201845  
  2.89396 	-0.762149  	0.0201776  
  2.89408 	-0.76193   	0.0201706  
  2.8942  	-0.761712  	0.0201636  
  2.89432 	-0.761493  	0.0201567  
  2.89444 	-0.761275  	0.0201497  
  2.89456 	-0.761056  	0.0201428  
  2.89468 	-0.760838  	0.0201358  
  2.8948  	-0.76062   	0.0201289  
  2.89492 	-0.760402  	0.020122   
  2.89504 	-0.760184  	0.020115   
  2.89516 	-0.759966  	0.0201081  
  2.89528 	-0.759748  	0.0201012  
  2.8954  	-0.75953   	0.0200942  
  2.89552 	-0.759312  	0.0200873  
  2.89564 	-0.759095  	0.0200804  
  2.89576 	-0.758877  	0.0200735  
  2.89588 	-0.758659  	0.0200666  
  2.896   	-0.758442  	0.0200597  
  2.89612 	-0.758225  	0.0200528  
  2.89624 	-0.758007  	0.0200459  
  2.89636 	-0.75779   	0.020039   
  2.89648 	-0.757573  	0.0200321  
  2.8966  	-0.757356  	0.0200252  
  2.89672 	-0.757139  	0.0200183  
  2.89684 	-0.756922  	0.0200115  
  2.89696 	-0.756705  	0.0200046  
  2.89708 	-0.756488  	0.0199977  
  2.8972  	-0.756272  	0.0199908  
  2.89732 	-0.756055  	0.019984   
  2.89744 	-0.755839  	0.0199771  
  2.89756 	-0.755622  	0.0199703  
  2.89768 	-0.755406  	0.0199634  
  2.8978  	-0.755189  	0.0199566  
  2.89792 	-0.754973  	0.0199497  
  2.89804 	-0.754757  	0.0199429  
  2.89816 	-0.754541  	0.019936   
  2.89828 	-0.754325  	0.0199292  
  2.8984  	-0.754109  	0.0199224  
  2.89852 	-0.753893  	0.0199155  
  2.89864 	-0.753677  	0.0199087  
  2.89876 	-0.753462  	0.0199019  
  2.89888 	-0.753246  	0.0198951  
  2.899   	-0.75303   	0.0198883  
  2.89912 	-0.752815  	0.0198815  
  2.89924 	-0.7526    	0.0198747  
  2.89936 	-0.752384  	0.0198679  
  2.89948 	-0.752169  	0.0198611  
  2.8996  	-0.751954  	0.0198543  
  2.89972 	-0.751739  	0.0198475  
  2.89984 	-0.751524  	0.0198407  
  2.89996 	-0.751309  	0.0198339  
  2.90008 	-0.751094  	0.0198271  
  2.9002  	-0.750879  	0.0198203  
  2.90032 	-0.750664  	0.0198136  
  2.90044 	-0.75045   	0.0198068  
  2.90056 	-0.750235  	0.0198     
  2.90068 	-0.750021  	0.0197933  
  2.9008  	-0.749806  	0.0197865  
  2.90092 	-0.749592  	0.0197797  
  2.90104 	-0.749378  	0.019773   
  2.90116 	-0.749163  	0.0197662  
  2.90128 	-0.748949  	0.0197595  
  2.9014  	-0.748735  	0.0197528  
  2.90152 	-0.748521  	0.019746   
  2.90164 	-0.748307  	0.0197393  
  2.90176 	-0.748093  	0.0197326  
  2.90188 	-0.74788   	0.0197258  
  2.902   	-0.747666  	0.0197191  
  2.90212 	-0.747452  	0.0197124  
  2.90224 	-0.747239  	0.0197057  
  2.90236 	-0.747025  	0.019699   
  2.90248 	-0.746812  	0.0196923  
  2.9026  	-0.746599  	0.0196855  
  2.90272 	-0.746385  	0.0196788  
  2.90284 	-0.746172  	0.0196721  
  2.90296 	-0.745959  	0.0196654  
  2.90308 	-0.745746  	0.0196588  
  2.9032  	-0.745533  	0.0196521  
  2.90332 	-0.74532   	0.0196454  
  2.90344 	-0.745108  	0.0196387  
  2.90356 	-0.744895  	0.019632   
  2.90368 	-0.744682  	0.0196254  
  2.9038  	-0.74447   	0.0196187  
  2.90392 	-0.744257  	0.019612   
  2.90404 	-0.744045  	0.0196054  
  2.90416 	-0.743832  	0.0195987  
  2.90428 	-0.74362   	0.019592   
  2.9044  	-0.743408  	0.0195854  
  2.90452 	-0.743196  	0.0195787  
  2.90464 	-0.742984  	0.0195721  
  2.90476 	-0.742772  	0.0195654  
  2.90488 	-0.74256   	0.0195588  
  2.905   	-0.742348  	0.0195522  
  2.90512 	-0.742136  	0.0195455  
  2.90524 	-0.741924  	0.0195389  
  2.90536 	-0.741713  	0.0195323  
  2.90548 	-0.741501  	0.0195257  
  2.9056  	-0.74129   	0.019519   
  2.90572 	-0.741078  	0.0195124  
  2.90584 	-0.740867  	0.0195058  
  2.90596 	-0.740656  	0.0194992  
  2.90608 	-0.740445  	0.0194926  
  2.9062  	-0.740233  	0.019486   
  2.90632 	-0.740022  	0.0194794  
  2.90644 	-0.739811  	0.0194728  
  2.90656 	-0.739601  	0.0194662  
  2.90668 	-0.73939   	0.0194596  
  2.9068  	-0.739179  	0.0194531  
  2.90692 	-0.738968  	0.0194465  
  2.90704 	-0.738758  	0.0194399  
  2.90716 	-0.738547  	0.0194333  
  2.90728 	-0.738337  	0.0194268  
  2.9074  	-0.738126  	0.0194202  
  2.90752 	-0.737916  	0.0194136  
  2.90764 	-0.737706  	0.0194071  
  2.90776 	-0.737496  	0.0194005  
  2.90788 	-0.737286  	0.019394   
  2.908   	-0.737076  	0.0193874  
  2.90812 	-0.736866  	0.0193809  
  2.90824 	-0.736656  	0.0193743  
  2.90836 	-0.736446  	0.0193678  
  2.90848 	-0.736236  	0.0193613  
  2.9086  	-0.736026  	0.0193547  
  2.90872 	-0.735817  	0.0193482  
  2.90884 	-0.735607  	0.0193417  
